,datum,uhrzeit,wett,runde,tag,spielort,ergebnis,tf,tk,gegner,xg,xga,besitz,zuschauerzahl,kapitän,aufstellung,schiedsrichter,spielbericht,hinweise,sc,sat,entf.,fs,elf,veelf,saison,verein
21,10.02.2024,15:30,Bundesliga,Spielwoche 21,Sa.,Heim,N,1.0,2.0,Heidenheim,1.7,1.8,65.0,41.0,Marco Friedl,3-5-2,Robert Schröder,Spielbericht,,15.0,3.0,171.0,1.0,0.0,0.0,2024,Werder Bremen
22,16.02.2024,20:30,Bundesliga,Spielwoche 22,Fr.,Auswärts,S,1.0,0.0,Köln,1.8,0.8,43.0,50.0,Marco Friedl,3-5-2,Daniel Siebert,Spielbericht,,13.0,4.0,167.0,0.0,0.0,0.0,2024,Werder Bremen
23,24.02.2024,15:30,Bundesliga,Spielwoche 23,Sa.,Heim,U,1.0,1.0,Darmstadt 98,1.8,1.0,55.0,42.358,Christian Groß,3-5-2,Florian Badstübner,Spielbericht,,15.0,4.0,167.0,0.0,0.0,0.0,2024,Werder Bremen
24,03.03.2024,17:30,Bundesliga,Spielwoche 24,So.,Auswärts,N,1.0,2.0,Hoffenheim,1.3,1.7,53.0,25.0,Christian Groß,3-5-2,Matthias Jöllenbeck,Spielbericht,,18.0,7.0,173.0,2.0,0.0,0.0,2024,Werder Bremen
25,09.03.2024,18:30,Bundesliga,Spielwoche 25,Sa.,Heim,N,1.0,2.0,Dortmund,1.8,1.2,46.0,42.1,Niklas Stark,3-5-2,Deniz Aytekin,Spielbericht,,16.0,5.0,178.0,2.0,0.0,0.0,2024,Werder Bremen
26,16.03.2024,15:30,Bundesliga,Spielwoche 26,Sa.,Auswärts,N,1.0,2.0,Union Berlin,1.1,1.1,50.0,22.012,Miloš Veljković,3-4-3,Daniel Schlager,Spielbericht,,11.0,2.0,164.0,0.0,0.0,0.0,2024,Werder Bremen
27,30.03.2024,15:30,Bundesliga,Spielwoche 27,Sa.,Heim,N,0.0,2.0,Wolfsburg,0.5,2.3,49.0,41.5,Marco Friedl,3-5-2,Sascha Stegemann,Spielbericht,,6.0,1.0,185.0,0.0,0.0,0.0,2024,Werder Bremen
28,05.04.2024,20:30,Bundesliga,Spielwoche 28,Fr.,Auswärts,U,1.0,1.0,Eint Frankfurt,1.6,2.1,34.0,58.0,Marco Friedl,3-5-2,Robert Hartmann,Spielbericht,,11.0,7.0,181.0,1.0,0.0,0.0,2024,Werder Bremen
29,14.04.2024,17:30,Bundesliga,Spielwoche 29,So.,Auswärts,N,0.0,5.0,Leverkusen,0.7,3.2,44.0,30.21,Leonardo Bittencourt,3-5-2,Harm Osmers,Spielbericht,,7.0,3.0,176.0,0.0,0.0,0.0,2024,Werder Bremen
30,21.04.2024,15:30,Bundesliga,Spielwoche 30,So.,Heim,S,2.0,1.0,Stuttgart,1.5,2.2,31.0,42.1,Marco Friedl,3-4-3,Robert Schröder,Spielbericht,,8.0,1.0,246.0,0.0,1.0,1.0,2024,Werder Bremen
31,27.04.2024,15:30,Bundesliga,Spielwoche 31,Sa.,Auswärts,,,,Augsburg,,,,,,,,Direkter Vergleich,,,,,,,,2024,Werder Bremen
32,04.05.2024,15:30,Bundesliga,Spielwoche 32,Sa.,Heim,,,,M'Gladbach,,,,,,,,Direkter Vergleich,,,,,,,,2024,Werder Bremen
33,11.05.2024,15:30,Bundesliga,Spielwoche 33,Sa.,Auswärts,,,,RB Leipzig,,,,,,,,Direkter Vergleich,,,,,,,,2024,Werder Bremen
34,18.05.2024,15:30,Bundesliga,Spielwoche 34,Sa.,Heim,,,,Bochum,,,,,,,,Direkter Vergleich,,,,,,,,2024,Werder Bremen
1,19.08.2023,15:30,Bundesliga,Spielwoche 1,Sa.,Auswärts,U,4.0,4.0,Augsburg,1.7,2.3,44.0,30.66,Jonas Omlin,4-2-3-1,Daniel Schlager,Spielbericht,,9.0,4.0,170.0,0.0,1.0,1.0,2024,Monchengladbach
2,26.08.2023,18:30,Bundesliga,Spielwoche 2,Sa.,Heim,N,0.0,3.0,Leverkusen,0.9,2.7,40.0,54.042,Jonas Omlin,5-4-1,Christian Dingert,Spielbericht,,12.0,2.0,194.0,0.0,0.0,0.0,2024,Monchengladbach
3,02.09.2023,18:30,Bundesliga,Spielwoche 3,Sa.,Heim,N,1.0,2.0,Bayern München,0.3,2.4,35.0,54.042,Julian Weigl,4-1-4-1,Deniz Aytekin,Spielbericht,,7.0,3.0,245.0,1.0,0.0,0.0,2024,Monchengladbach
4,17.09.2023,17:30,Bundesliga,Spielwoche 4,So.,Auswärts,U,3.0,3.0,Darmstadt 98,3.9,1.2,63.0,17.81,Julian Weigl,4-2-3-1,Timo Gerach,Spielbericht,,21.0,9.0,160.0,0.0,0.0,1.0,2024,Monchengladbach
5,23.09.2023,15:30,Bundesliga,Spielwoche 5,Sa.,Heim,N,0.0,1.0,RB Leipzig,0.8,0.7,45.0,50.122,Julian Weigl,3-5-2,Robert Schröder,Spielbericht,,14.0,1.0,160.0,1.0,0.0,0.0,2024,Monchengladbach
6,30.09.2023,15:30,Bundesliga,Spielwoche 6,Sa.,Auswärts,S,3.0,1.0,Bochum,2.9,1.7,42.0,26.0,Julian Weigl,3-5-2,Felix Brych,Spielbericht,,27.0,8.0,153.0,0.0,0.0,0.0,2024,Monchengladbach
7,06.10.2023,20:30,Bundesliga,Spielwoche 7,Fr.,Heim,U,2.0,2.0,Mainz 05,2.3,0.8,60.0,51.529,Julian Weigl,3-5-2,Sven Jablonski,Spielbericht,,21.0,9.0,146.0,1.0,0.0,0.0,2024,Monchengladbach
8,22.10.2023,15:30,Bundesliga,Spielwoche 8,So.,Auswärts,N,1.0,3.0,Köln,0.3,2.7,40.0,50.0,Julian Weigl,3-5-2,Deniz Aytekin,Spielbericht,,5.0,2.0,214.0,1.0,0.0,0.0,2024,Monchengladbach
9,28.10.2023,15:30,Bundesliga,Spielwoche 9,Sa.,Heim,S,2.0,1.0,Heidenheim,1.0,0.4,53.0,51.541,Julian Weigl,4-2-3-1,Robert Hartmann,Spielbericht,,13.0,5.0,140.0,0.0,0.0,0.0,2024,Monchengladbach
11,04.11.2023,15:30,Bundesliga,Spielwoche 10,Sa.,Auswärts,U,3.0,3.0,Freiburg,2.2,3.3,41.0,34.7,Julian Weigl,4-4-1-1,Felix Brych,Spielbericht,,9.0,4.0,240.0,0.0,1.0,1.0,2024,Monchengladbach
12,10.11.2023,20:30,Bundesliga,Spielwoche 11,Fr.,Heim,S,4.0,0.0,Wolfsburg,1.5,0.5,47.0,45.308,Julian Weigl,3-5-2,Felix Zwayer,Spielbericht,,15.0,8.0,164.0,0.0,0.0,0.0,2024,Monchengladbach
13,25.11.2023,15:30,Bundesliga,Spielwoche 12,Sa.,Auswärts,N,2.0,4.0,Dortmund,1.0,3.2,49.0,81.365,Julian Weigl,3-5-2,Sven Jablonski,Spielbericht,,10.0,3.0,161.0,0.0,0.0,0.0,2024,Monchengladbach
14,02.12.2023,15:30,Bundesliga,Spielwoche 13,Sa.,Heim,S,2.0,1.0,Hoffenheim,1.6,1.4,49.0,49.341,Florian Neuhaus,3-5-1-1,Tobias Reichel,Spielbericht,,8.0,2.0,219.0,0.0,1.0,1.0,2024,Monchengladbach
16,09.12.2023,15:30,Bundesliga,Spielwoche 14,Sa.,Auswärts,N,1.0,3.0,Union Berlin,1.1,2.1,62.0,22.012,Julian Weigl,3-1-4-2,Martin Petersen,Spielbericht,,11.0,3.0,207.0,0.0,0.0,0.0,2024,Monchengladbach
17,15.12.2023,20:30,Bundesliga,Spielwoche 15,Fr.,Heim,U,2.0,2.0,Werder Bremen,1.4,1.6,50.0,50.66,Julian Weigl,3-5-2,Felix Zwayer,Spielbericht,,14.0,4.0,189.0,0.0,0.0,0.0,2024,Monchengladbach
18,20.12.2023,20:30,Bundesliga,Spielwoche 16,Mi.,Auswärts,N,1.0,2.0,Eint Frankfurt,0.3,1.4,37.0,58.0,Julian Weigl,3-4-3,Florian Badstübner,Spielbericht,,7.0,2.0,224.0,0.0,0.0,0.0,2024,Monchengladbach
19,14.01.2024,17:30,Bundesliga,Spielwoche 17,So.,Heim,S,3.0,1.0,Stuttgart,1.9,0.9,29.0,53.429,Julian Weigl,4-3-3,Harm Osmers,Spielbericht,,8.0,4.0,125.0,0.0,0.0,0.0,2024,Monchengladbach
20,21.01.2024,17:30,Bundesliga,Spielwoche 18,So.,Heim,N,1.0,2.0,Augsburg,1.7,1.3,55.0,44.867,Alassane Pléa,4-4-2,Martin Petersen,Spielbericht,,18.0,4.0,173.0,0.0,0.0,0.0,2024,Monchengladbach
21,27.01.2024,18:30,Bundesliga,Spielwoche 19,Sa.,Auswärts,U,0.0,0.0,Leverkusen,0.3,2.9,25.0,30.21,Julian Weigl,5-3-2,Deniz Aytekin,Spielbericht,,4.0,3.0,194.0,0.0,0.0,0.0,2024,Monchengladbach
22,03.02.2024,15:30,Bundesliga,Spielwoche 20,Sa.,Auswärts,N,1.0,3.0,Bayern München,1.0,2.1,45.0,75.0,Julian Weigl,4-1-4-1,Tobias Stieler,Spielbericht,,11.0,2.0,224.0,0.0,0.0,0.0,2024,Monchengladbach
23,10.02.2024,15:30,Bundesliga,Spielwoche 21,Sa.,Heim,U,0.0,0.0,Darmstadt 98,1.5,0.7,58.0,46.121,Julian Weigl,3-5-2,Sascha Stegemann,Spielbericht,,24.0,8.0,191.0,0.0,0.0,0.0,2024,Monchengladbach
24,17.02.2024,18:30,Bundesliga,Spielwoche 22,Sa.,Auswärts,N,0.0,2.0,RB Leipzig,0.7,1.7,51.0,44.822,Julian Weigl,3-5-2,Sören Storks,Spielbericht,,15.0,0.0,173.0,0.0,0.0,0.0,2024,Monchengladbach
25,24.02.2024,15:30,Bundesliga,Spielwoche 23,Sa.,Heim,S,5.0,2.0,Bochum,3.5,1.6,48.0,53.196,Julian Weigl,4-3-3,Frank Willenborg,Spielbericht,,21.0,5.0,169.0,0.0,1.0,1.0,2024,Monchengladbach
26,02.03.2024,15:30,Bundesliga,Spielwoche 24,Sa.,Auswärts,U,1.0,1.0,Mainz 05,1.0,1.0,57.0,33.305,Julian Weigl,4-3-3,Robert Schröder,Spielbericht,,14.0,5.0,161.0,0.0,0.0,0.0,2024,Monchengladbach
27,09.03.2024,15:30,Bundesliga,Spielwoche 25,Sa.,Heim,U,3.0,3.0,Köln,1.8,0.6,58.0,54.042,Julian Weigl,4-2-3-1,Felix Zwayer,Spielbericht,,17.0,5.0,139.0,0.0,0.0,0.0,2024,Monchengladbach
29,16.03.2024,15:30,Bundesliga,Spielwoche 26,Sa.,Auswärts,U,1.0,1.0,Heidenheim,0.5,1.1,47.0,15.0,Julian Weigl,4-3-3,Martin Petersen,Spielbericht,,7.0,2.0,205.0,0.0,0.0,0.0,2024,Monchengladbach
30,30.03.2024,15:30,Bundesliga,Spielwoche 27,Sa.,Heim,N,0.0,3.0,Freiburg,1.5,1.7,54.0,53.259,Jonas Omlin,4-2-3-1,Christian Dingert,Spielbericht,,19.0,3.0,134.0,0.0,0.0,0.0,2024,Monchengladbach
31,07.04.2024,17:30,Bundesliga,Spielwoche 28,So.,Auswärts,S,3.0,1.0,Wolfsburg,1.1,1.2,39.0,,Julian Weigl,3-4-3,Bastian Dankert,Spielbericht,,10.0,6.0,147.0,0.0,0.0,0.0,2024,Monchengladbach
32,13.04.2024,15:30,Bundesliga,Spielwoche 29,Sa.,Heim,N,1.0,2.0,Dortmund,1.1,1.3,46.0,54.042,Jonas Omlin,3-4-3,Florian Badstübner,Spielbericht,,18.0,4.0,171.0,0.0,0.0,0.0,2024,Monchengladbach
33,20.04.2024,15:30,Bundesliga,Spielwoche 30,Sa.,Auswärts,N,3.0,4.0,Hoffenheim,1.0,2.3,41.0,26.078,Julian Weigl,3-4-1-2,Sören Storks,Spielbericht,,13.0,7.0,128.0,0.0,0.0,0.0,2024,Monchengladbach
34,28.04.2024,15:30,Bundesliga,Spielwoche 31,So.,Heim,,,,Union Berlin,,,,,,,,Direkter Vergleich,,,,,,,,2024,Monchengladbach
35,04.05.2024,15:30,Bundesliga,Spielwoche 32,Sa.,Auswärts,,,,Werder Bremen,,,,,,,,Direkter Vergleich,,,,,,,,2024,Monchengladbach
36,11.05.2024,15:30,Bundesliga,Spielwoche 33,Sa.,Heim,,,,Eint Frankfurt,,,,,,,,Direkter Vergleich,,,,,,,,2024,Monchengladbach
37,18.05.2024,15:30,Bundesliga,Spielwoche 34,Sa.,Auswärts,,,,Stuttgart,,,,,,,,Direkter Vergleich,,,,,,,,2024,Monchengladbach
1,19.08.2023,15:30,Bundesliga,Spielwoche 1,Sa.,Heim,S,2.0,0.0,Heidenheim,2.2,1.2,48.0,22.62,Koen Casteels,4-3-3,Florian Badstübner,Spielbericht,,18.0,8.0,155.0,0.0,0.0,0.0,2024,Wolfsburg
2,26.08.2023,15:30,Bundesliga,Spielwoche 2,Sa.,Auswärts,S,2.0,1.0,Köln,1.7,0.9,50.0,49.5,Koen Casteels,4-3-3,Matthias Jöllenbeck,Spielbericht,,9.0,6.0,137.0,0.0,0.0,0.0,2024,Wolfsburg
3,02.09.2023,15:30,Bundesliga,Spielwoche 3,Sa.,Auswärts,N,1.0,3.0,Hoffenheim,1.2,2.0,60.0,17.5,Maximilian Arnold,4-3-3,Felix Zwayer,Spielbericht,,13.0,7.0,167.0,1.0,0.0,0.0,2024,Wolfsburg
4,16.09.2023,15:30,Bundesliga,Spielwoche 4,Sa.,Heim,S,2.0,1.0,Union Berlin,0.4,1.1,44.0,21.917,Maximilian Arnold,4-2-3-1,Felix Brych,Spielbericht,,8.0,3.0,214.0,1.0,0.0,0.0,2024,Wolfsburg
5,23.09.2023,15:30,Bundesliga,Spielwoche 5,Sa.,Auswärts,N,0.0,1.0,Dortmund,0.5,1.7,37.0,81.365,Maximilian Arnold,4-2-3-1,Sven Jablonski,Spielbericht,,7.0,1.0,201.0,0.0,0.0,0.0,2024,Wolfsburg
6,30.09.2023,15:30,Bundesliga,Spielwoche 6,Sa.,Heim,S,2.0,0.0,Eint Frankfurt,3.2,1.3,54.0,28.323,Maximilian Arnold,4-2-3-1,Frank Willenborg,Spielbericht,,17.0,7.0,163.0,1.0,0.0,1.0,2024,Wolfsburg
7,07.10.2023,15:30,Bundesliga,Spielwoche 7,Sa.,Auswärts,N,1.0,3.0,Stuttgart,1.2,2.7,41.0,52.0,Maximilian Arnold,4-2-3-1,Daniel Siebert,Spielbericht,,12.0,5.0,163.0,1.0,0.0,0.0,2024,Wolfsburg
8,21.10.2023,15:30,Bundesliga,Spielwoche 8,Sa.,Heim,N,1.0,2.0,Leverkusen,1.4,1.9,42.0,28.917,Maximilian Arnold,3-4-3,Marco Fritz,Spielbericht,,18.0,6.0,201.0,1.0,0.0,0.0,2024,Wolfsburg
9,28.10.2023,15:30,Bundesliga,Spielwoche 9,Sa.,Auswärts,N,2.0,3.0,Augsburg,1.4,1.4,60.0,28.0,Maximilian Arnold,4-2-3-1,Daniel Schlager,Spielbericht,,12.0,5.0,209.0,0.0,1.0,1.0,2024,Wolfsburg
11,05.11.2023,15:30,Bundesliga,Spielwoche 10,So.,Heim,U,2.0,2.0,Werder Bremen,1.6,1.2,56.0,28.917,Maxence Lacroix,3-4-3,Tobias Reichel,Spielbericht,,14.0,4.0,178.0,1.0,0.0,0.0,2024,Wolfsburg
12,10.11.2023,20:30,Bundesliga,Spielwoche 11,Fr.,Auswärts,N,0.0,4.0,M'Gladbach,0.5,1.5,53.0,45.308,Maximilian Arnold,4-4-2,Felix Zwayer,Spielbericht,,12.0,4.0,206.0,1.0,0.0,0.0,2024,Wolfsburg
13,25.11.2023,15:30,Bundesliga,Spielwoche 12,Sa.,Heim,S,2.0,1.0,RB Leipzig,0.9,2.7,36.0,25.35,Koen Casteels,3-4-3,Robert Hartmann,Spielbericht,,10.0,4.0,179.0,0.0,0.0,0.0,2024,Wolfsburg
14,02.12.2023,15:30,Bundesliga,Spielwoche 13,Sa.,Auswärts,N,1.0,3.0,Bochum,1.3,1.5,56.0,24.35,Koen Casteels,3-4-3,Robert Schröder,Spielbericht,,16.0,6.0,190.0,1.0,0.0,0.0,2024,Wolfsburg
16,09.12.2023,15:30,Bundesliga,Spielwoche 14,Sa.,Heim,N,0.0,1.0,Freiburg,1.2,1.1,58.0,20.146,Maximilian Arnold,3-4-3,Marco Fritz,Spielbericht,,10.0,2.0,158.0,2.0,0.0,0.0,2024,Wolfsburg
17,16.12.2023,15:30,Bundesliga,Spielwoche 15,Sa.,Auswärts,S,1.0,0.0,Darmstadt 98,0.6,0.6,37.0,16.9,Koen Casteels,3-5-1-1,Robert Hartmann,Spielbericht,,11.0,2.0,242.0,0.0,0.0,0.0,2024,Wolfsburg
18,20.12.2023,20:30,Bundesliga,Spielwoche 16,Mi.,Heim,N,1.0,2.0,Bayern München,0.3,2.5,39.0,28.917,Maximilian Arnold,3-1-4-2,Sascha Stegemann,Spielbericht,,5.0,4.0,210.0,0.0,0.0,0.0,2024,Wolfsburg
19,13.01.2024,15:30,Bundesliga,Spielwoche 17,Sa.,Auswärts,U,1.0,1.0,Mainz 05,0.6,0.4,48.0,24.0,Maximilian Arnold,4-2-3-1,Patrick Ittrich,Spielbericht,,9.0,4.0,162.0,0.0,0.0,0.0,2024,Wolfsburg
20,20.01.2024,15:30,Bundesliga,Spielwoche 18,Sa.,Auswärts,U,1.0,1.0,Heidenheim,1.1,1.1,47.0,15.0,Maximilian Arnold,4-2-3-1,Timo Gerach,Spielbericht,,13.0,3.0,166.0,0.0,0.0,0.0,2024,Wolfsburg
21,27.01.2024,15:30,Bundesliga,Spielwoche 19,Sa.,Heim,U,1.0,1.0,Köln,1.5,0.6,52.0,24.525,Koen Casteels,4-2-3-1,Sören Storks,Spielbericht,,14.0,4.0,111.0,1.0,0.0,0.0,2024,Wolfsburg
22,04.02.2024,15:30,Bundesliga,Spielwoche 20,So.,Heim,U,2.0,2.0,Hoffenheim,1.7,1.7,45.0,22.917,Maximilian Arnold,4-4-2,Florian Badstübner,Spielbericht,,13.0,6.0,164.0,0.0,1.0,1.0,2024,Wolfsburg
23,10.02.2024,15:30,Bundesliga,Spielwoche 21,Sa.,Auswärts,N,0.0,1.0,Union Berlin,1.3,0.5,58.0,22.0,Maximilian Arnold,4-4-2,Matthias Jöllenbeck,Spielbericht,,17.0,4.0,165.0,1.0,0.0,0.0,2024,Wolfsburg
24,17.02.2024,15:30,Bundesliga,Spielwoche 22,Sa.,Heim,U,1.0,1.0,Dortmund,1.8,1.4,37.0,28.917,Maximilian Arnold,4-2-3-1,Martin Petersen,Spielbericht,,11.0,4.0,153.0,0.0,0.0,0.0,2024,Wolfsburg
25,25.02.2024,15:30,Bundesliga,Spielwoche 23,So.,Auswärts,U,2.0,2.0,Eint Frankfurt,1.0,0.9,43.0,56.5,Maximilian Arnold,4-2-3-1,Daniel Schlager,Spielbericht,,14.0,8.0,177.0,0.0,0.0,0.0,2024,Wolfsburg
26,02.03.2024,18:30,Bundesliga,Spielwoche 24,Sa.,Heim,N,2.0,3.0,Stuttgart,0.8,1.1,42.0,25.0,Maximilian Arnold,4-2-3-1,Benjamin Brand,Spielbericht,,12.0,2.0,158.0,0.0,0.0,0.0,2024,Wolfsburg
27,10.03.2024,19:30,Bundesliga,Spielwoche 25,So.,Auswärts,N,0.0,2.0,Leverkusen,0.2,2.1,24.0,29.314,Maximilian Arnold,3-4-3,Daniel Siebert,Spielbericht,,2.0,1.0,192.0,0.0,0.0,0.0,2024,Wolfsburg
28,16.03.2024,15:30,Bundesliga,Spielwoche 26,Sa.,Heim,N,1.0,3.0,Augsburg,1.3,0.7,50.0,21.735,Maximilian Arnold,4-4-2,Timo Gerach,Spielbericht,,15.0,4.0,146.0,0.0,0.0,0.0,2024,Wolfsburg
29,30.03.2024,15:30,Bundesliga,Spielwoche 27,Sa.,Auswärts,S,2.0,0.0,Werder Bremen,2.3,0.5,51.0,41.5,Maximilian Arnold,3-4-3,Sascha Stegemann,Spielbericht,,16.0,5.0,131.0,0.0,0.0,0.0,2024,Wolfsburg
30,07.04.2024,17:30,Bundesliga,Spielwoche 28,So.,Heim,N,1.0,3.0,M'Gladbach,1.2,1.1,61.0,,Maximilian Arnold,4-4-2,Bastian Dankert,Spielbericht,,13.0,4.0,154.0,1.0,0.0,0.0,2024,Wolfsburg
31,13.04.2024,15:30,Bundesliga,Spielwoche 29,Sa.,Auswärts,N,0.0,3.0,RB Leipzig,0.4,1.3,50.0,45.858,Maximilian Arnold,3-4-3,Christian Dingert,Spielbericht,,10.0,3.0,235.0,0.0,0.0,0.0,2024,Wolfsburg
32,20.04.2024,15:30,Bundesliga,Spielwoche 30,Sa.,Heim,S,1.0,0.0,Bochum,0.8,1.3,46.0,26.327,Maximilian Arnold,3-4-3,Tobias Reichel,Spielbericht,,9.0,5.0,170.0,0.0,0.0,0.0,2024,Wolfsburg
33,27.04.2024,15:30,Bundesliga,Spielwoche 31,Sa.,Auswärts,,,,Freiburg,,,,,,,,Direkter Vergleich,,,,,,,,2024,Wolfsburg
34,04.05.2024,15:30,Bundesliga,Spielwoche 32,Sa.,Heim,,,,Darmstadt 98,,,,,,,,Direkter Vergleich,,,,,,,,2024,Wolfsburg
35,12.05.2024,17:30,Bundesliga,Spielwoche 33,So.,Auswärts,,,,Bayern München,,,,,,,,Direkter Vergleich,,,,,,,,2024,Wolfsburg
36,18.05.2024,15:30,Bundesliga,Spielwoche 34,Sa.,Heim,,,,Mainz 05,,,,,,,,Direkter Vergleich,,,,,,,,2024,Wolfsburg
1,20.08.2023,15:30,Bundesliga,Spielwoche 1,So.,Heim,S,4.0,1.0,Mainz 05,1.9,2.3,47.0,22.012,Christopher Trimmel,5-3-2,Tobias Stieler,Spielbericht,,11.0,6.0,148.0,2.0,0.0,0.0,2024,Union Berlin
2,26.08.2023,15:30,Bundesliga,Spielwoche 2,Sa.,Auswärts,S,4.0,1.0,Darmstadt 98,1.7,2.3,27.0,17.81,Danilho Doekhi,3-5-2,Patrick Ittrich,Spielbericht,,13.0,6.0,153.0,0.0,0.0,0.0,2024,Union Berlin
3,03.09.2023,17:30,Bundesliga,Spielwoche 3,So.,Heim,N,0.0,3.0,RB Leipzig,0.3,1.2,36.0,22.012,Danilho Doekhi,3-4-3,Daniel Schlager,Spielbericht,,3.0,1.0,217.0,1.0,0.0,0.0,2024,Union Berlin
4,16.09.2023,15:30,Bundesliga,Spielwoche 4,Sa.,Auswärts,N,1.0,2.0,Wolfsburg,1.1,0.4,56.0,21.917,Christopher Trimmel,3-5-2,Felix Brych,Spielbericht,,19.0,6.0,148.0,0.0,0.0,0.0,2024,Union Berlin
6,23.09.2023,15:30,Bundesliga,Spielwoche 5,Sa.,Heim,N,0.0,2.0,Hoffenheim,1.6,2.0,57.0,20.0,Sheraldo Becker,3-5-2,Deniz Aytekin,Spielbericht,,22.0,5.0,152.0,0.0,0.0,0.0,2024,Union Berlin
7,30.09.2023,15:30,Bundesliga,Spielwoche 6,Sa.,Auswärts,N,0.0,1.0,Heidenheim,2.2,0.8,50.0,15.0,Christopher Trimmel,3-4-3,Sascha Stegemann,Spielbericht,,20.0,8.0,169.0,2.0,0.0,0.0,2024,Union Berlin
9,07.10.2023,15:30,Bundesliga,Spielwoche 7,Sa.,Auswärts,N,2.0,4.0,Dortmund,1.4,1.6,34.0,81.365,Christopher Trimmel,5-3-2,Patrick Ittrich,Spielbericht,,12.0,4.0,187.0,0.0,1.0,1.0,2024,Union Berlin
10,21.10.2023,15:30,Bundesliga,Spielwoche 8,Sa.,Heim,N,0.0,3.0,Stuttgart,0.6,1.4,43.0,22.012,Christopher Trimmel,3-5-2,Bastian Dankert,Spielbericht,,9.0,1.0,182.0,0.0,0.0,0.0,2024,Union Berlin
12,28.10.2023,15:30,Bundesliga,Spielwoche 9,Sa.,Auswärts,N,0.0,2.0,Werder Bremen,0.6,0.8,44.0,42.1,Christopher Trimmel,3-5-2,Tobias Stieler,Spielbericht,,7.0,2.0,184.0,0.0,0.0,0.0,2024,Union Berlin
14,04.11.2023,15:30,Bundesliga,Spielwoche 10,Sa.,Heim,N,0.0,3.0,Eint Frankfurt,0.7,1.6,50.0,22.012,Christopher Trimmel,5-4-1,Sven Jablonski,Spielbericht,,11.0,3.0,185.0,0.0,0.0,0.0,2024,Union Berlin
16,12.11.2023,15:30,Bundesliga,Spielwoche 11,So.,Auswärts,N,0.0,4.0,Leverkusen,0.0,2.4,31.0,29.387,Sheraldo Becker,3-4-3,Timo Gerach,Spielbericht,,2.0,2.0,204.0,0.0,0.0,0.0,2024,Union Berlin
17,25.11.2023,15:30,Bundesliga,Spielwoche 12,Sa.,Heim,U,1.0,1.0,Augsburg,2.1,1.7,61.0,22.012,Christopher Trimmel,3-4-3,Florian Badstübner,Spielbericht,,14.0,5.0,173.0,0.0,0.0,1.0,2024,Union Berlin
19,09.12.2023,15:30,Bundesliga,Spielwoche 14,Sa.,Heim,S,3.0,1.0,M'Gladbach,2.1,1.1,38.0,22.012,Rani Khedira,4-2-3-1,Martin Petersen,Spielbericht,,15.0,5.0,168.0,1.0,1.0,1.0,2024,Union Berlin
21,16.12.2023,15:30,Bundesliga,Spielwoche 15,Sa.,Auswärts,N,0.0,3.0,Bochum,0.7,2.8,51.0,25.3,Rani Khedira,4-2-3-1,Sven Jablonski,Spielbericht,,9.0,1.0,130.0,0.0,0.0,0.0,2024,Union Berlin
22,20.12.2023,18:30,Bundesliga,Spielwoche 16,Mi.,Heim,S,2.0,0.0,Köln,1.5,0.8,40.0,22.012,Rani Khedira,4-3-3,Deniz Aytekin,Spielbericht,,11.0,6.0,132.0,0.0,0.0,0.0,2024,Union Berlin
23,13.01.2024,15:30,Bundesliga,Spielwoche 17,Sa.,Auswärts,U,0.0,0.0,Freiburg,0.5,1.8,43.0,33.8,Jérôme Roussillon,5-3-2,Christian Dingert,Spielbericht,,9.0,4.0,184.0,0.0,0.0,0.0,2024,Union Berlin
24,24.01.2024,20:30,Bundesliga,Spielwoche 13,Mi.,Auswärts,N,0.0,1.0,Bayern München,0.2,2.1,28.0,75.0,Christopher Trimmel,5-3-2,Frank Willenborg,Spielbericht,,4.0,1.0,193.0,0.0,0.0,0.0,2024,Union Berlin
25,28.01.2024,15:30,Bundesliga,Spielwoche 19,So.,Heim,S,1.0,0.0,Darmstadt 98,2.5,1.1,50.0,21.786,Christopher Trimmel,3-5-2,Harm Osmers,Spielbericht,,21.0,6.0,149.0,0.0,0.0,0.0,2024,Union Berlin
26,04.02.2024,17:30,Bundesliga,Spielwoche 20,So.,Auswärts,N,0.0,2.0,RB Leipzig,0.5,1.1,34.0,44.032,Christopher Trimmel,3-5-2,Marco Fritz,Spielbericht,,10.0,2.0,193.0,0.0,0.0,0.0,2024,Union Berlin
27,07.02.2024,18:30,Bundesliga,Spielwoche 18,Mi.,Auswärts,U,1.0,1.0,Mainz 05,1.0,1.3,54.0,26.2,Rani Khedira,3-5-2,Martin Petersen,Spielbericht,,16.0,4.0,167.0,0.0,0.0,0.0,2024,Union Berlin
28,10.02.2024,15:30,Bundesliga,Spielwoche 21,Sa.,Heim,S,1.0,0.0,Wolfsburg,0.5,1.3,42.0,22.0,Rani Khedira,3-5-2,Matthias Jöllenbeck,Spielbericht,,8.0,1.0,157.0,0.0,0.0,0.0,2024,Union Berlin
29,17.02.2024,15:30,Bundesliga,Spielwoche 22,Sa.,Auswärts,S,1.0,0.0,Hoffenheim,1.4,1.0,34.0,19.05,Christopher Trimmel,3-5-2,Robert Hartmann,Spielbericht,,10.0,3.0,170.0,1.0,0.0,0.0,2024,Union Berlin
